date,period,word_count,sentiment,relationships_count,work_projects_count,self_reflection_count,emotional_struggle_count,achievement_count
2025-05-04,post_graduation,466,-0.11797739297739294,0,2,2,0,2
2025-05-04,post_graduation,483,-0.09798019009975532,1,5,2,3,2
2025-05-04,post_graduation,1700,0.1813399027872711,4,4,4,2,3
2025-05-04,post_graduation,2034,0.045729733229733206,5,2,8,1,2
2025-05-04,post_graduation,5911,0.08076663840349971,2,6,6,4,2
2025-05-07,post_graduation,1459,0.13567125645438896,3,2,5,2,2
2025-05-07,post_graduation,805,0.02765394982376113,2,1,5,6,1
2025-05-10,post_graduation,924,0.1055707486957487,3,1,2,0,0
2025-05-11,post_graduation,4774,-0.04987831405741842,3,6,7,3,3
2025-05-11,post_graduation,2349,-0.05528592166316722,4,6,6,3,2
2025-05-11,post_graduation,1616,-0.05308307372452109,3,1,2,2,2
2025-05-14,post_graduation,1509,-0.01525051496425541,1,4,3,2,2
2025-05-18,post_graduation,419,-0.04844322344322345,0,1,3,1,1
2025-05-22,post_graduation,826,0.05927985948477749,1,1,3,1,2
2025-05-22,post_graduation,2155,0.08031204906204907,1,8,3,2,1
2025-06-01,post_graduation,5993,0.05874333528994547,4,8,8,2,3
2025-06-02,post_graduation,15015,0.0995227806444278,8,9,8,9,6
2025-06-02,post_graduation,1883,0.19044385412567227,0,4,4,0,1
2025-06-02,post_graduation,752,0.12690677966101696,1,4,3,2,1
2025-06-02,post_graduation,1041,0.14565189141802046,3,0,5,1,2
2025-06-05,post_graduation,2532,-0.08536637851943969,8,4,7,3,2
2025-06-05,post_graduation,980,0.043964270683020695,1,4,3,1,4
2025-06-05,post_graduation,3133,0.13470173300270388,3,7,6,1,2
2025-06-05,post_graduation,1162,0.036853793505169666,3,1,2,1,0
2025-06-05,post_graduation,0,0.0,0,0,0,0,0
2025-06-05,post_graduation,3239,0.03565915235558093,5,4,5,2,4
2025-06-05,post_graduation,324,-0.06218676122931441,1,1,2,2,0
2025-06-05,post_graduation,259,0.13385206747275716,0,1,1,0,0
2025-06-05,post_graduation,1616,0.020775512507356087,2,4,4,2,2
2025-06-05,post_graduation,2120,0.11777553996805332,1,5,4,0,2
2025-06-06,post_graduation,1280,0.06362079351466143,1,3,6,1,0
2025-06-14,post_graduation,1317,-0.009504399585921317,3,1,3,2,1
2025-06-17,post_graduation,2345,0.15671237430399726,3,3,5,1,3
2025-06-19,post_graduation,1021,0.03080462681526512,3,3,6,2,3
2025-06-24,post_graduation,1030,0.0638723544973545,1,2,2,1,0
2025-06-25,post_graduation,4901,0.14306520873985834,2,5,4,3,2
2025-06-26,post_graduation,848,-0.042996870109546156,0,2,3,2,1
2025-06-26,post_graduation,1071,0.0590323457206574,1,4,6,2,2
2025-06-26,post_graduation,1501,-0.04291691424044365,4,2,4,3,0
2025-06-28,post_graduation,379,-0.009667508417508425,0,0,2,2,0
2025-06-30,post_graduation,1442,-0.08211096938775513,2,4,3,4,1
2025-07-02,post_graduation,4002,-0.01731574843376083,1,4,7,7,5
2025-07-08,post_graduation,1396,-0.0035389610389610438,3,4,5,3,1
2025-07-08,post_graduation,21343,-0.044053405636407576,8,11,11,7,7
2025-07-08,post_graduation,21343,-0.044053405636407576,8,11,11,7,7
2025-07-08,post_graduation,1165,-0.0008705475810739036,1,5,5,1,1
2025-07-08,post_graduation,1165,-0.0008705475810739036,1,5,5,1,1
2025-07-08,post_graduation,2787,-0.14230788920622942,4,4,5,5,2
2025-07-08,post_graduation,14485,0.06214649765612257,8,11,10,7,8
2025-07-09,post_graduation,2348,0.035955371129167926,1,3,5,1,1
2025-07-11,post_graduation,2635,0.024223484848484855,4,5,6,2,0
2025-07-11,post_graduation,20183,0.050386368343226746,13,8,9,8,7
2025-07-11,post_graduation,5248,0.033169554713464056,2,7,6,6,3
2025-07-11,post_graduation,705,0.01413255360623782,1,0,2,2,0
2025-07-12,post_graduation,5161,-0.036575431138413134,7,5,6,6,2
2025-07-12,post_graduation,11205,0.05293827520793809,7,8,11,2,6
2025-07-14,post_graduation,1399,0.06781151854681264,1,3,5,1,2
2025-07-15,post_graduation,928,-0.040480503795721184,0,3,5,1,2
2025-07-15,post_graduation,2412,-0.11643750429464723,3,4,6,3,1
2025-07-15,post_graduation,6971,0.04036023161258128,4,9,9,8,5
